Artist (Ind.),total_chart_appearances,average_rank,best_rank,career_start,career_end,career_length_days,top_50_hits,top_50_rate
Playboi Carti,518,132.5,15,2017-04-24,2022-02-13,1756,6.0,0.011583011583011582
PnB Rock,32,157.90625,65,2017-01-17,2022-09-14,2066,0.0,0.0
Pol Granch,172,100.69767441860465,47,2021-06-29,2022-01-06,191,19.0,0.11046511627906977
Polimá Westcoast,286,93.0944055944056,32,2022-04-25,2022-11-13,202,42.0,0.14685314685314685
Polo G,1487,119.43712172158709,3,2019-04-18,2022-06-09,1148,167.0,0.11230665770006724
Poo Bear,103,102.27184466019418,54,2017-07-28,2018-04-16,262,0.0,0.0
Pooh Shiesty,82,134.53658536585365,86,2021-02-22,2021-08-13,172,0.0,0.0
Pop Smoke,2216,102.34657039711192,5,2019-12-27,2021-08-25,607,583.0,0.263086642599278
Popcaan,2,188.5,181,2023-01-06,2023-01-13,7,0.0,0.0
Porky Slim,2,147.0,129,2020-11-25,2020-11-26,1,0.0,0.0
Porter Robinson,1,188.0,188,2022-07-15,2022-07-15,0,0.0,0.0
Portugal. The Man,448,82.61383928571429,17,2017-07-12,2020-01-01,903,178.0,0.39732142857142855
Post Malone,11505,88.37722729248154,1,2017-01-01,2023-05-29,2339,3712.0,0.32264232942199045
Powfu,552,68.22644927536231,4,2020-02-14,2021-10-10,604,240.0,0.43478260869565216
Preme,267,82.09737827715355,11,2018-05-18,2019-02-23,281,115.0,0.4307116104868914
Pretenders,10,133.1,65,2017-12-24,2022-12-25,1827,0.0,0.0
Prezioso,116,150.68103448275863,77,2021-10-01,2022-03-26,176,0.0,0.0
Prince Royce,446,97.98654708520179,19,2017-03-27,2019-04-14,748,113.0,0.2533632286995516
Pritam,152,103.63815789473684,24,2022-07-17,2023-01-22,189,24.0,0.15789473684210525
Prod Malax,6,177.16666666666666,149,2023-05-19,2023-05-29,10,0.0,0.0
Project Pat,138,125.31159420289855,81,2021-12-21,2022-06-17,178,0.0,0.0
Ptazeta,3,160.0,128,2021-10-07,2021-10-09,2,0.0,0.0
Puri,17,181.88235294117646,158,2020-07-30,2020-08-22,23,0.0,0.0
Purple Disco Machine,1,192.0,192,2020-12-31,2020-12-31,0,0.0,0.0
Pusha T,37,120.97297297297297,26,2018-05-25,2022-04-23,1429,5.0,0.13513513513513514
Quality Control,127,116.4015748031496,63,2017-12-27,2019-11-21,694,0.0,0.0
Quan'ta,1,193.0,193,2019-11-22,2019-11-22,0,0.0,0.0
Quarterhead,175,144.58285714285714,50,2020-09-11,2021-03-13,183,1.0,0.005714285714285714
Quavo,1795,94.06183844011142,2,2017-01-24,2023-03-17,2243,644.0,0.3587743732590529
Queen,3408,131.57951877934272,10,2017-01-01,2023-01-01,2191,204.0,0.05985915492957746
Quevedo,1130,85.39203539823009,1,2022-01-26,2023-05-29,488,368.0,0.3256637168141593
Quintino,37,178.02702702702703,145,2017-09-21,2017-11-07,47,0.0,0.0
R.K.M & Ken-Y,2,196.0,193,2018-07-14,2018-07-28,14,0.0,0.0
R3HAB,146,120.57534246575342,56,2017-09-21,2019-12-31,831,0.0,0.0
RAF Camora,115,149.89565217391305,68,2017-07-18,2023-04-06,2088,0.0,0.0
RAYE,1065,81.42535211267605,9,2017-01-01,2023-05-29,2339,299.0,0.28075117370892017
RBD,9,158.66666666666666,110,2020-09-04,2020-09-04,0,0.0,0.0
RIN,25,148.76,81,2019-04-26,2021-03-19,693,0.0,0.0
RM,50,120.08,13,2018-10-23,2023-05-08,1658,6.0,0.12
ROBI,114,115.10526315789474,50,2022-03-18,2022-07-22,126,1.0,0.008771929824561403
ROSALÍA,2048,76.1796875,2,2019-03-29,2023-05-29,1522,895.0,0.43701171875
ROSÉ,81,79.62962962962963,8,2021-03-12,2021-05-06,55,30.0,0.37037037037037035
ROZES,1,163.0,163,2017-09-01,2017-09-01,0,0.0,0.0
Radiohead,22,164.0909090909091,147,2023-05-08,2023-05-29,21,0.0,0.0
Rae Sremmurd,708,117.0225988700565,9,2017-01-01,2018-08-02,578,56.0,0.07909604519774012
Rafa Pabön,592,112.0929054054054,15,2019-02-16,2020-09-20,582,109.0,0.18412162162162163
Rag'n'Bone Man,261,119.86590038314176,51,2017-01-01,2017-06-25,175,0.0,0.0
Raim Laode,83,131.0722891566265,44,2023-02-19,2023-05-29,99,1.0,0.012048192771084338
Rammstein,29,142.0,62,2019-03-29,2022-04-29,1127,0.0,0.0
Ramz,116,173.67241379310346,139,2018-01-19,2018-05-20,121,0.0,0.0
Randy,3,187.66666666666666,181,2021-11-06,2021-11-20,14,0.0,0.0
Rashmi Virag,4,164.5,151,2022-10-01,2022-10-04,3,0.0,0.0
Rauw Alejandro,4615,91.79631635969665,2,2018-07-19,2023-05-29,1775,1378.0,0.29859154929577464
Ray Dalton,360,168.52777777777777,71,2021-12-31,2023-05-29,514,0.0,0.0
Ray Parker Jr.,11,83.72727272727273,27,2017-10-31,2022-10-31,1826,5.0,0.45454545454545453
Raí Saia Rodada,74,126.75675675675676,54,2021-02-19,2021-06-06,107,0.0,0.0
RealestK,9,153.66666666666666,119,2021-11-01,2021-11-10,9,0.0,0.0
Realestk,21,103.52380952380952,70,2021-10-11,2021-10-31,20,0.0,0.0
Red Hot Chili Peppers,9,114.77777777777777,31,2017-10-12,2022-04-01,1632,1.0,0.1111111111111111
Red Velvet,73,126.52054794520548,53,2018-02-02,2022-04-10,1528,0.0,0.0
Red Velvet - IRENE & SEULGI,10,142.1,83,2020-07-06,2020-07-15,9,0.0,0.0
Reddz,1,190.0,190,2019-01-23,2019-01-23,0,0.0,0.0
Reese LAFLARE,2,138.0,97,2018-08-10,2018-08-11,1,0.0,0.0
Regard,852,97.70539906103286,12,2019-09-06,2021-07-24,687,178.0,0.20892018779342722
Reik,738,89.78726287262873,20,2018-02-17,2021-08-13,1273,149.0,0.2018970189701897
Rels B,133,102.6842105263158,22,2021-07-30,2023-03-23,601,31.0,0.23308270676691728
Rema,527,83.54459203036053,8,2022-07-09,2023-05-29,324,255.0,0.4838709677419355
Renn da Penha,2,186.5,175,2019-03-02,2019-03-03,1,0.0,0.0
Residente,84,108.64285714285714,7,2019-07-26,2022-03-20,968,13.0,0.15476190476190477
Rex Orange County,81,152.02469135802468,81,2019-10-25,2022-10-16,1087,0.0,0.0
Reynmen,23,154.17391304347825,72,2019-01-27,2020-12-07,680,0.0,0.0
Rhenzy Feliz,134,41.55223880597015,7,2021-12-26,2022-05-08,133,97.0,0.7238805970149254
Ri Sawayama,1,97.0,97,2022-01-28,2022-01-28,0,0.0,0.0
Rich Brian,25,194.28,168,2018-02-02,2022-01-28,1456,0.0,0.0
Rich Music LTD,231,108.9047619047619,50,2019-09-20,2020-03-05,167,1.0,0.004329004329004329
Rich The Kid,497,119.37022132796781,18,2017-10-05,2023-05-23,2056,77.0,0.15492957746478872
Richard O'Brien,1,188.0,188,2021-10-31,2021-10-31,0,0.0,0.0
Rick James,1,124.0,124,2022-10-31,2022-10-31,0,0.0,0.0
Rick Live,1,185.0,185,2020-09-11,2020-09-11,0,0.0,0.0
Rick Ross,22,128.5,32,2018-05-25,2022-08-29,1557,2.0,0.09090909090909091
Ricky Martin,217,117.38248847926268,37,2017-01-01,2018-04-05,459,5.0,0.02304147465437788
Ricky Montgomery,1,194.0,194,2020-11-23,2020-11-23,0,0.0,0.0
Rico Nasty,1,189.0,189,2019-08-23,2019-08-23,0,0.0,0.0
Rihanna,997,120.90170511534603,3,2017-01-01,2023-05-29,2339,73.0,0.0732196589769308
Rik Rok,2,154.0,153,2017-12-31,2018-01-01,1,0.0,0.0
Rita Ora,921,89.79261672095548,24,2017-05-26,2021-02-12,1358,244.0,0.26492942453854507
Riton,412,86.70388349514563,11,2019-11-08,2022-04-29,903,181.0,0.4393203883495146
Ritt Momney,228,91.64473684210526,15,2020-09-12,2021-05-04,234,68.0,0.2982456140350877
Rivers Cuomo,4,191.75,180,2018-04-02,2018-04-05,3,0.0,0.0
Rkomi,6,132.0,106,2022-02-02,2022-02-07,5,0.0,0.0
Roar,6,173.33333333333334,153,2023-03-19,2023-04-10,22,0.0,0.0
Rob $tone,79,131.79746835443038,71,2017-01-01,2017-04-02,91,0.0,0.0
Robert Trujillo,1,184.0,184,2021-06-25,2021-06-25,0,0.0,0.0
Robin Bengtsson,1,156.0,156,2017-03-12,2017-03-12,0,0.0,0.0
Robin Schulz,877,104.54275940706955,9,2017-01-01,2023-04-08,2288,177.0,0.20182440136830102
Robyn,1,118.0,118,2018-08-03,2018-08-03,0,0.0,0.0
Rocco Hunt,3,195.66666666666666,190,2020-08-01,2020-08-09,8,0.0,0.0
Rochy RD,130,69.8076923076923,21,2021-02-12,2021-06-23,131,64.0,0.49230769230769234
Rockwell,11,138.8181818181818,49,2017-10-31,2022-10-31,1826,1.0,0.09090909090909091
Rod Wave,88,133.72727272727272,59,2020-04-05,2021-04-08,368,0.0,0.0
Roddy Ricch,1150,83.37826086956522,1,2018-12-07,2022-08-26,1358,319.0,0.2773913043478261
Roger,6,133.66666666666666,93,2022-02-14,2022-02-19,5,0.0,0.0
Romeo Santos,1129,123.47387068201948,9,2017-07-21,2023-05-27,2136,118.0,0.10451727192205491
Rosa Linn,323,57.80185758513932,15,2022-07-11,2023-05-29,322,170.0,0.5263157894736842
Rosa Walton,26,129.1153846153846,87,2022-09-25,2022-10-20,25,0.0,0.0
Rowdy Rebel,7,127.42857142857143,63,2020-06-12,2020-06-18,6,0.0,0.0
"Royce Da 5'9""",40,84.525,9,2018-08-31,2018-10-16,46,17.0,0.425
Rudimental,417,97.0959232613909,9,2017-01-06,2019-02-09,764,147.0,0.35251798561151076
Run The Jewels,1,111.0,111,2020-06-05,2020-06-05,0,0.0,0.0
Rusherking,34,122.58823529411765,63,2021-03-05,2021-04-08,34,0.0,0.0
Russ,22,144.13636363636363,19,2017-03-01,2022-07-28,1975,2.0,0.09090909090909091
Russ Millions,117,93.58974358974359,14,2021-04-12,2021-07-26,105,38.0,0.3247863247863248
Ruth B.,650,82.26307692307692,32,2021-08-03,2023-05-29,664,129.0,0.19846153846153847
Rvssian,366,96.93715846994536,37,2017-08-07,2022-04-23,1720,30.0,0.08196721311475409
Ryan Castro,252,103.28571428571429,27,2022-01-27,2022-08-27,212,45.0,0.17857142857142858
Ryan Gosling,32,156.40625,74,2017-01-16,2017-03-02,45,0.0,0.0
Ryan Lewis,360,168.52777777777777,71,2021-12-31,2023-05-29,514,0.0,0.0
Rymez,6,160.66666666666666,119,2020-03-06,2020-03-11,5,0.0,0.0
Ryuichi Sakamoto,1,94.0,94,2023-04-21,2023-04-21,0,0.0,0.0
S10,2,154.5,128,2022-05-15,2022-05-16,1,0.0,0.0
S1mba,94,117.03191489361703,69,2020-05-14,2020-09-11,120,0.0,0.0
SAINt JHN,694,59.45100864553314,2,2019-07-19,2022-01-01,897,367.0,0.5288184438040345
SALES,30,117.66666666666667,76,2021-12-12,2022-01-12,31,0.0,0.0
SANTOS,1,146.0,146,2021-04-09,2021-04-09,0,0.0,0.0
SCH,77,130.25974025974025,85,2018-09-21,2021-03-19,910,0.0,0.0
SDM,1,152.0,152,2021-03-05,2021-03-05,0,0.0,0.0
SEVENTEEN,25,124.08,52,2021-10-22,2023-05-17,572,0.0,0.0
SFR,25,179.76,163,2020-08-07,2020-09-11,35,0.0,0.0
SHAED,185,88.62702702702703,18,2019-01-02,2020-03-05,428,56.0,0.3027027027027027
SOB X RBE,32,108.65625,57,2018-02-09,2018-03-13,32,0.0,0.0
SOMI,1,189.0,189,2020-07-23,2020-07-23,0,0.0,0.0
SOYEON,9,139.33333333333334,89,2019-11-11,2019-11-19,8,0.0,0.0
SRNO,9,152.44444444444446,82,2020-03-27,2022-02-07,682,0.0,0.0
SSIO,1,133.0,133,2019-09-27,2019-09-27,0,0.0,0.0
SUGA,58,100.36206896551724,16,2019-12-06,2022-06-09,916,11.0,0.1896551724137931
SYML,1,164.0,164,2023-03-24,2023-03-24,0,0.0,0.0
SZA,1923,87.6541861674467,1,2017-06-09,2023-05-29,2180,623.0,0.32397295891835676
Sa4,6,168.33333333333334,143,2018-12-28,2021-05-21,875,0.0,0.0
Sabrina Carpenter,462,114.75974025974025,12,2017-02-11,2023-05-29,2298,52.0,0.11255411255411256
Sachin-Jigar,3,142.66666666666666,123,2023-05-27,2023-05-29,2,0.0,0.0
Sage The Gemini,91,69.85714285714286,29,2017-01-01,2017-04-02,91,60.0,0.6593406593406593
Saiko,4,183.0,164,2023-04-28,2023-05-03,5,0.0,0.0
Saint Levant,1,188.0,188,2023-01-09,2023-01-09,0,0.0,0.0
Salmo,46,149.47826086956522,67,2017-11-24,2021-10-01,1407,0.0,0.0
Salvador Sobral,2,119.5,97,2017-05-14,2017-05-15,1,0.0,0.0
Sam Dew,12,92.75,17,2022-05-13,2022-05-24,11,5.0,0.4166666666666667
Sam Feldt,196,105.62244897959184,57,2019-06-24,2020-04-09,290,0.0,0.0
Sam Fischer,108,128.33333333333334,95,2020-04-17,2021-04-07,355,0.0,0.0
Sam Hunt,302,105.58278145695364,55,2017-02-02,2018-07-04,517,0.0,0.0
Sam Ryder,3,114.0,77,2022-05-15,2022-05-17,2,0.0,0.0
Sam Smith,2946,99.26680244399185,1,2017-01-02,2023-05-29,2338,818.0,0.27766463000678887
Sam Tompkins,107,97.02803738317758,52,2021-12-30,2022-04-23,114,0.0,0.0
Sampha,41,86.1951219512195,5,2017-03-19,2022-05-27,1895,13.0,0.3170731707317073
Samra,210,123.87619047619047,26,2018-11-16,2020-10-03,687,15.0,0.07142857142857142
San Holo,52,127.0576923076923,104,2017-01-01,2017-02-21,51,0.0,0.0
Sandro Cavazza,174,110.11494252873563,34,2017-08-11,2020-02-20,923,18.0,0.10344827586206896
Sara Kays,35,180.11428571428573,158,2021-01-12,2021-03-03,50,0.0,0.0
Sarah Connor,2,131.5,120,2022-12-24,2022-12-25,1,0.0,0.0
Sarah Cothran,24,175.75,151,2021-06-28,2021-08-02,35,0.0,0.0
Sarah Rebecca,1,179.0,179,2022-12-24,2022-12-24,0,0.0,0.0
Sasha Sloan,22,136.13636363636363,50,2020-04-03,2020-05-29,56,1.0,0.045454545454545456
Savage Ga$p,35,176.05714285714285,145,2020-10-22,2021-01-11,81,0.0,0.0
Saweetie,338,103.84319526627219,42,2019-08-10,2022-01-29,903,33.0,0.09763313609467456
ScHoolboy Q,113,115.41592920353982,19,2018-02-09,2019-05-09,454,17.0,0.1504424778761062
Schürze,24,114.91666666666667,35,2022-06-18,2022-08-06,49,2.0,0.08333333333333333
Screamin' Jay Hawkins,1,175.0,175,2022-10-31,2022-10-31,0,0.0,0.0
Seafret,185,124.30810810810812,55,2022-07-17,2023-02-12,210,0.0,0.0
Sean Kingston,4,180.5,172,2020-11-19,2020-11-22,3,0.0,0.0
Sean Paul,652,120.77453987730061,33,2017-01-01,2023-05-29,2339,32.0,0.049079754601226995
Sebastian Yatra,2383,112.42089802769618,9,2017-01-01,2023-05-29,2339,193.0,0.0809903483004616
Sech,3443,94.82515248329945,4,2019-03-02,2023-02-24,1455,862.0,0.2503630554748766
Seeb,30,171.26666666666668,115,2018-04-20,2019-01-21,276,0.0,0.0
Sefo,24,112.08333333333333,66,2021-08-09,2021-09-01,23,0.0,0.0
Selena Gomez,2029,76.97437161163134,1,2017-01-02,2023-05-29,2338,974.0,0.48003942828979795
Seori,10,122.8,78,2021-06-01,2021-06-10,9,0.0,0.0
Seth Rogen,1,119.0,119,2019-07-12,2019-07-12,0,0.0,0.0
Sfera Ebbasta,133,151.93233082706766,36,2018-01-19,2023-04-07,1904,3.0,0.022556390977443608
Shablo,5,153.6,120,2020-06-12,2020-06-16,4,0.0,0.0
Shae Gill,103,150.39805825242718,89,2022-04-24,2022-08-21,119,0.0,0.0
Shaggy,87,185.3448275862069,153,2017-02-25,2018-01-01,310,0.0,0.0
Shakin' Stevens,163,95.50306748466258,16,2017-12-01,2022-12-26,1851,33.0,0.20245398773006135
Shakira,2015,85.4501240694789,1,2017-01-01,2023-05-29,2339,629.0,0.31215880893300246
Shania Twain,5,149.4,98,2021-12-23,2022-12-24,366,0.0,0.0
Shawn Hook,56,125.01785714285714,98,2017-05-25,2017-07-22,58,0.0,0.0
Shawn Mendes,4095,105.13479853479853,1,2017-01-01,2023-01-11,2201,1104.0,0.2695970695970696
Sheck Wes,313,69.34824281150159,10,2018-08-13,2022-04-01,1327,149.0,0.476038338658147
Shekhar Ravjiani,35,162.0,97,2022-12-26,2023-02-12,48,0.0,0.0
Shelley FKA DRAM,205,128.30731707317074,31,2017-01-01,2017-09-03,245,16.0,0.07804878048780488
Shenseea,1,87.0,87,2022-08-05,2022-08-05,0,0.0,0.0
Shilpa Rao,18,172.88888888888889,117,2022-12-26,2023-02-12,48,0.0,0.0
Shindy,48,138.0625,56,2019-01-11,2021-09-03,966,0.0,0.0
Shirin David,46,151.3695652173913,68,2019-01-25,2021-10-29,1008,0.0,0.0
Shiva,12,125.33333333333333,48,2019-11-28,2022-11-25,1093,1.0,0.08333333333333333
Shouse,303,96.79867986798679,34,2021-07-03,2022-01-01,182,42.0,0.13861386138613863
Showtek,1,161.0,161,2018-06-15,2018-06-15,0,0.0,0.0
SiM,14,157.64285714285714,108,2022-01-10,2022-02-08,29,0.0,0.0
SiR,1,134.0,134,2019-08-09,2019-08-09,0,0.0,0.0
Sia,1982,108.06962663975781,3,2017-01-01,2023-05-29,2339,427.0,0.21543895055499496
Sick Luke,3,152.0,90,2022-01-07,2022-01-08,1,0.0,0.0
Sickick,1,193.0,193,2022-10-21,2022-10-21,0,0.0,0.0
Sid Sriram,1,196.0,196,2022-01-23,2022-01-23,0,0.0,0.0
Sidhu Moose Wala,21,152.33333333333334,120,2022-05-30,2022-06-15,16,0.0,0.0
Sido,20,164.8,101,2019-09-27,2019-10-21,24,0.0,0.0
Sigala,126,123.15079365079364,74,2017-06-09,2018-09-07,455,0.0,0.0
Sigrid,2,188.0,178,2017-02-10,2017-11-10,273,0.0,0.0
Silk City,187,99.55614973262033,13,2018-09-06,2019-03-15,190,58.0,0.31016042780748665
Silk Sonic,613,68.15497553017944,4,2021-03-05,2022-12-31,666,243.0,0.3964110929853181
Simone & Simaria,14,182.5,155,2018-02-03,2018-04-14,70,0.0,0.0
Simone Mendes,20,143.15,86,2023-04-21,2023-05-28,37,0.0,0.0
Siouxxie,29,174.72413793103448,142,2021-10-17,2021-11-15,29,0.0,0.0
Skehips,119,85.4201680672269,38,2017-01-06,2017-07-28,203,29.0,0.24369747899159663
Skepta,27,143.44444444444446,112,2020-10-25,2020-11-23,29,0.0,0.0
Ski Aggu,1,149.0,149,2023-05-26,2023-05-26,0,0.0,0.0
Ski Mask The Slump God,159,145.0503144654088,56,2018-06-19,2020-07-25,767,0.0,0.0
Skinner & Lightning Seeds,5,103.2,33,2018-07-07,2021-07-11,1100,1.0,0.2
Skip Marley,177,77.44067796610169,6,2017-02-10,2017-08-11,182,79.0,0.4463276836158192
Skrillex,285,87.98245614035088,22,2017-01-01,2023-01-13,2203,70.0,0.24561403508771928
Sky Rompiendo,220,118.30454545454545,33,2017-01-01,2020-03-24,1178,26.0,0.11818181818181818
Skylar Grey,60,87.13333333333334,39,2021-09-30,2021-10-29,29,2.0,0.03333333333333333
Slade,14,110.07142857142857,67,2017-12-24,2022-12-25,1827,0.0,0.0
Slait,1,143.0,143,2020-10-02,2020-10-02,0,0.0,0.0
Sleepy Hallow,328,104.52439024390245,30,2020-05-12,2022-07-13,792,66.0,0.20121951219512196
Slim Jxmmi,212,113.27358490566037,40,2018-03-02,2018-08-02,153,5.0,0.02358490566037736
Slipknot,7,144.71428571428572,117,2019-05-17,2019-08-09,84,0.0,0.0
Small Jam,91,103.48351648351648,62,2021-06-02,2021-09-04,94,0.0,0.0
Smiley,31,133.96774193548387,56,2021-07-23,2021-08-26,34,0.0,0.0
Smino,2,141.0,112,2019-07-26,2019-07-27,1,0.0,0.0
Smokepurpp,27,184.59259259259258,167,2018-08-08,2019-11-22,471,0.0,0.0
Snoop Dogg,187,97.66844919786097,7,2020-05-01,2022-09-29,881,42.0,0.22459893048128343
Snova,110,144.05454545454546,93,2017-12-29,2018-04-19,111,0.0,0.0
Snow,400,69.2625,1,2019-01-25,2020-02-23,394,206.0,0.515
Snow Patrol,1,186.0,186,2017-02-14,2017-02-14,0,0.0,0.0
Snow Tha Product,20,113.95,82,2021-04-30,2021-05-19,19,0.0,0.0
So!YoON!,5,157.2,115,2023-03-14,2023-03-18,4,0.0,0.0
Social House,12,183.33333333333334,175,2018-09-02,2018-09-24,22,0.0,0.0
Sodré,11,181.36363636363637,160,2019-06-29,2020-01-01,186,0.0,0.0
Sofia Carson,13,154.76923076923077,111,2022-08-08,2022-08-22,14,0.0,0.0
Sofía Reyes,298,87.25167785234899,28,2018-02-16,2022-07-28,1623,76.0,0.2550335570469799
Solange,4,129.25,84,2019-03-01,2019-03-04,3,0.0,0.0
Solda,69,128.40579710144928,85,2020-08-18,2020-10-25,68,0.0,0.0
Sonoya Mizuno,3,181.33333333333334,165,2017-01-30,2017-02-27,28,0.0,0.0
Sonus030,7,156.57142857142858,117,2020-07-24,2020-09-04,42,0.0,0.0
Sophia Somajo,54,154.85185185185185,113,2018-09-28,2018-11-23,56,0.0,0.0
Sophie and the Giants,1,192.0,192,2020-12-31,2020-12-31,0,0.0,0.0
Sorana,1,142.0,142,2018-12-14,2018-12-14,0,0.0,0.0
Soso Maness,88,129.6590909090909,85,2020-08-18,2021-06-26,312,0.0,0.0
Soundgarden,5,128.8,60,2017-05-18,2017-05-20,2,0.0,0.0
Southside,2,109.5,61,2022-04-22,2022-04-23,1,0.0,0.0
Spice Girls,1,188.0,188,2021-12-31,2021-12-31,0,0.0,0.0
Squeezie,1,188.0,188,2021-11-17,2021-11-17,0,0.0,0.0
Stan Kenton,9,147.33333333333334,99,2018-12-01,2018-12-09,8,0.0,0.0
Stanaj,64,121.046875,83,2017-01-14,2017-03-19,64,0.0,0.0
Standly,109,116.88990825688073,66,2022-10-01,2023-04-09,190,0.0,0.0
StarBoi3,71,110.08450704225352,64,2021-05-02,2021-07-26,85,0.0,0.0
Stargate,9,164.77777777777777,91,2017-03-10,2017-03-20,10,0.0,0.0
Starley,271,75.43911439114392,12,2017-01-01,2017-12-31,364,136.0,0.5018450184501845
Starrah,3,175.0,162,2017-02-03,2017-02-05,2,0.0,0.0
Stars Music Chile,109,116.88990825688073,66,2022-10-01,2023-04-09,190,0.0,0.0
State of Sound,9,147.22222222222223,133,2017-01-01,2017-01-09,8,0.0,0.0
Static Major,21,80.42857142857143,29,2018-06-29,2018-07-19,20,6.0,0.2857142857142857
StaySolidRocky,210,66.6952380952381,8,2020-05-01,2021-01-03,247,107.0,0.5095238095238095
Stefflon Don,222,103.93243243243244,58,2017-09-29,2018-09-01,337,0.0,0.0
Stephanie Beatriz,273,79.06227106227107,7,2021-12-26,2022-05-08,133,97.0,0.3553113553113553
Stephanie Poetri,1,183.0,183,2019-07-14,2019-07-14,0,0.0,0.0
Stephen Sanchez,562,57.90747330960854,6,2022-05-09,2023-05-29,385,361.0,0.6423487544483986
Steve Aoki,241,98.2448132780083,15,2017-01-01,2023-02-20,2241,78.0,0.3236514522821577
Steve Lacy,982,93.51934826883911,8,2021-08-09,2023-05-29,658,199.0,0.20264765784114053
Steve Perry,4,172.25,158,2022-07-03,2022-07-06,3,0.0,0.0
Stevie Wonder,47,138.29787234042553,42,2017-01-01,2022-12-25,2184,2.0,0.0425531914893617
Stormzy,212,108.70754716981132,24,2017-02-24,2020-05-08,1169,8.0,0.03773584905660377
Stray Kids,73,133.73972602739727,25,2020-09-15,2022-10-17,762,7.0,0.0958904109589041
Stromae,20,129.6,66,2021-10-15,2022-03-08,144,0.0,0.0
Studio Killers,8,179.25,149,2020-11-29,2020-12-10,11,0.0,0.0
Stun 4 Vegas,65,138.84615384615384,93,2020-02-14,2020-05-21,97,0.0,0.0
Sub Urban,27,188.22222222222223,172,2020-03-23,2021-10-03,559,0.0,0.0
Subwoolfer,2,139.5,117,2022-05-15,2022-05-16,1,0.0,0.0
Suki Waterhouse,7,186.14285714285714,168,2022-05-09,2022-05-18,9,0.0,0.0
Sukriti Kakar,17,150.47058823529412,97,2023-01-26,2023-02-12,17,0.0,0.0
Summer Cem,70,147.2,58,2018-06-08,2020-08-07,791,0.0,0.0
Summer Walker,86,130.15116279069767,11,2019-02-28,2022-05-21,1178,8.0,0.09302325581395349
Sunday Service Choir,8,66.25,13,2019-10-25,2019-11-01,7,4.0,0.5
Sunstroke Project,3,151.0,133,2017-05-14,2017-05-16,2,0.0,0.0
Supa Bwe,1,199.0,199,2018-07-19,2018-07-19,0,0.0,0.0
Super Yei,96,111.55208333333333,71,2020-08-12,2020-11-15,95,0.0,0.0
SuperM,7,155.57142857142858,139,2019-10-04,2019-10-10,6,0.0,0.0
Supernova Ent,6,177.16666666666666,149,2023-05-19,2023-05-29,10,0.0,0.0
Superstar Pride,35,99.91428571428571,32,2023-02-20,2023-04-03,42,4.0,0.11428571428571428
Surf Curse,400,107.2175,50,2021-04-28,2022-10-02,522,1.0,0.0025
Surf Mesa,321,75.67601246105919,9,2020-03-27,2021-02-18,328,160.0,0.4984423676012461
Surfaces,313,71.12779552715655,12,2020-01-18,2021-01-06,354,159.0,0.5079872204472844
Surya Ragunaathan,4,164.5,151,2022-10-01,2022-10-04,3,0.0,0.0
Swae Lee,2441,84.74846374436706,1,2017-04-09,2023-05-29,2241,755.0,0.3092994674313806
Swedish House Mafia,195,67.32307692307693,4,2021-10-22,2022-05-05,195,77.0,0.39487179487179486
Sweet,26,113.23076923076923,43,2017-12-22,2020-12-25,1099,4.0,0.15384615384615385
Swizz Beatz,34,110.1470588235294,8,2018-09-28,2018-11-01,34,7.0,0.20588235294117646
Syd,1,184.0,184,2020-08-28,2020-08-28,0,0.0,0.0
System Of A Down,2,110.0,84,2020-11-06,2020-11-06,0,0.0,0.0
T-Low,11,134.54545454545453,52,2022-03-04,2022-04-29,56,0.0,0.0
TAEYANG,44,112.31818181818181,12,2023-01-13,2023-05-10,117,5.0,0.11363636363636363
TATOOL,97,79.12371134020619,33,2020-07-24,2020-10-26,94,30.0,0.30927835051546393
THE ANXIETY,221,85.28506787330316,23,2021-08-31,2022-04-18,230,78.0,0.35294117647058826
THE ROOP,1,132.0,132,2021-05-23,2021-05-23,0,0.0,0.0
THE SCOTTS,192,68.125,1,2020-04-24,2021-01-02,253,89.0,0.4635416666666667
TINI,492,105.13821138211382,37,2019-10-14,2023-05-29,1323,78.0,0.15853658536585366
TOKYO'S REVENGE,54,155.09259259259258,122,2020-01-06,2020-03-05,59,0.0,0.0
TOMORROW X TOGETHER,58,132.4655172413793,38,2019-03-05,2023-02-08,1436,1.0,0.017241379310344827
TOOL,13,133.46153846153845,65,2019-08-07,2019-08-31,24,0.0,0.0
TOTO,459,170.90631808278866,118,2017-12-31,2020-12-31,1096,0.0,0.0
TREASURE,39,134.30769230769232,97,2022-02-27,2022-04-17,49,0.0,0.0
TV Girl,68,170.66176470588235,130,2023-03-12,2023-05-29,78,0.0,0.0
TWENTY88,2,144.0,136,2017-02-03,2017-02-04,1,0.0,0.0
TWICE,351,116.34188034188034,46,2019-04-22,2023-03-10,1418,3.0,0.008547008547008548
TWISTED,57,174.10526315789474,133,2022-11-06,2023-02-05,91,0.0,0.0
Tablo,2,128.0,68,2022-12-02,2022-12-03,1,0.0,0.0
Tai Verdes,88,137.9431818181818,101,2021-08-09,2021-11-08,91,0.0,0.0
Tainy,1215,70.01234567901234,5,2019-05-31,2022-10-08,1226,578.0,0.4757201646090535
Taiu,192,73.46354166666667,33,2020-07-24,2023-05-29,1039,73.0,0.3802083333333333
